GarageArea,LotArea,1stFlrSF,BsmtUnfSF,GrLivArea,LotFrontage,BsmtFinSF1,TotalBsmtSF,OpenPorchSF,2ndFlrSF
474,2628,764,764,1626,36.0,0,764,27,862.0
472,9037,1484,1048,1484,64.0,428,1476,33,0.0
870,18386,1675,1470,3493,87.0,0,1470,0,1818.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
350,9571,1276,1276,1276,68.0,0,1276,0,0.0
271,9600,1112,736,1668,80.0,120,856,0,0.0
0,10800,720,720,1192,60.0,0,720,0,472.0
504,9180,884,0,884,69.0,747,840,0,0.0
454,14364,1180,92,2062,69.0,1065,1157,55,0.0
392,7200,827,0,827,60.0,0,0,0,0.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
336,2665,616,264,1304,69.0,0,264,24,688.0
216,3600,684,684,1368,60.0,0,684,158,684.0
379,5790,840,840,1605,60.0,0,840,0,765.0
900,12220,2020,570,2020,94.0,1436,2006,54,0.0
528,4251,625,625,1250,35.0,0,625,54,625.0
757,12461,1624,168,1624,89.0,1456,1624,114,0.0
360,7599,845,280,845,69.0,565,845,0,0.0
418,10010,1389,195,1389,77.0,1071,1389,38,0.0
480,8520,968,968,968,60.0,0,968,0,0.0
286,2001,546,546,1092,21.0,0,546,0,546.0
420,4435,848,163,848,69.0,685,848,0,0.0
308,7931,1269,363,1269,70.0,374,1269,0,0.0
288,11616,1092,252,1092,69.0,170,1092,20,0.0
539,16659,1468,0,2263,69.0,795,795,250,795.0
283,8475,952,724,952,69.0,228,952,0,0.0
0,4456,736,736,1452,33.0,0,736,0,716.0
504,11625,1039,198,1039,75.0,841,1039,0,0.0
412,4500,1204,338,1204,32.0,866,1204,247,0.0
672,7819,1117,480,1117,94.0,422,1029,0,0.0
701,14684,2196,1496,2196,90.0,485,2158,70,0.0
328,8385,985,390,985,65.0,595,985,0,0.0
880,10655,1629,1603,1629,85.0,1124,3206,0,0.0
216,6292,877,861,1477,52.0,0,861,50,600.0
484,7064,980,420,980,71.0,560,980,0,0.0
590,13346,1166,367,2295,69.0,728,1095,40,1129.0
180,10592,900,602,1502,55.0,0,602,0,602.0
432,19690,1575,697,2201,69.0,0,697,236,626.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
0,6120,800,264,800,51.0,0,264,0,0.0
840,9262,1578,1573,1578,78.0,0,1573,36,0.0
774,12444,1932,596,1932,96.0,1336,1932,66,0.0
404,7910,1507,409,1507,70.0,666,1075,0,0.0
280,9819,900,432,900,69.0,450,882,0,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
240,9000,1089,636,1750,50.0,0,636,0,661.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
680,12003,774,774,1968,92.0,0,774,75,1194.0
532,9135,1536,726,1536,70.0,810,1536,74,0.0
200,8212,864,661,864,45.0,203,864,0,0.0
546,12692,3228,1969,3228,69.0,1231,3200,75,0.0
670,12822,1518,83,2149,48.0,1351,1434,43,631.0
864,11700,1320,1240,2640,65.0,0,1240,0,1320.0
530,10400,1682,1304,1682,80.0,0,1304,0,0.0
878,10240,1038,1030,2098,80.0,0,1030,52,1060.0
360,8281,864,0,864,60.0,553,864,0,0.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
480,9672,1097,702,1097,81.0,338,1040,0,0.0
528,12354,684,684,1196,67.0,0,684,46,512.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
576,13101,1728,1497,1728,74.0,231,1728,0,0.0
577,9473,1128,324,2031,75.0,804,1128,211,903.0
297,9000,1196,580,1196,72.0,616,1196,44,0.0
360,5000,803,604,803,50.0,116,720,0,0.0
462,10793,780,0,1620,80.0,493,780,0,840.0
1134,20896,2097,356,2097,49.0,1721,2077,267,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
431,11214,956,930,1886,69.0,0,930,0,930.0
308,9000,480,430,480,50.0,50,480,0,0.0
516,10791,1296,0,1296,72.0,0,0,0,0.0
288,8877,816,126,816,67.0,690,816,0,0.0
478,11880,1601,567,1601,82.0,704,1271,0,0.0
451,10261,962,936,1792,93.0,0,936,0,830.0
796,14541,1352,326,2520,69.0,1012,1338,55,1168.0
796,8163,1144,102,1144,70.0,748,1144,0,0.0
621,9842,990,612,2601,51.0,0,612,0,1611.0
312,6435,972,972,1577,65.0,0,972,0,605.0
624,8480,970,340,970,80.0,630,970,24,0.0
513,215245,2036,80,2036,150.0,1236,2136,0,0.0
440,7930,1026,115,1026,61.0,439,1026,48,0.0
0,9405,698,698,698,50.0,0,698,200,0.0
576,70761,1533,878,1533,62.0,655,1533,54,0.0
660,12358,854,360,1382,69.0,360,720,0,0.0
530,4282,1391,1375,1391,59.0,16,1391,158,0.0
240,9717,1078,0,1078,68.0,49,1078,0,0.0
471,6853,1296,262,1296,69.0,1005,1267,25,0.0
301,9750,1442,834,1442,75.0,608,1442,0,0.0
0,8525,1024,940,1964,55.0,0,940,192,940.0
644,9541,1502,1502,1502,79.0,0,1502,114,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
0,10778,1768,1768,1768,72.0,0,1768,0,0.0
390,36500,1582,812,1582,69.0,812,1624,198,0.0
301,12772,958,460,958,69.0,498,958,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
402,4500,1224,341,1224,69.0,883,1224,304,0.0
846,12474,1742,402,2332,96.0,1280,1682,134,590.0
430,3182,1269,1232,1269,43.0,24,1256,20,0.0
712,15306,1776,1652,1776,93.0,80,1732,0,0.0
390,8461,728,728,1456,65.0,0,728,24,728.0
539,8910,1194,0,1194,79.0,655,655,0,0.0
240,8923,1008,365,1008,66.0,643,1008,18,0.0
430,3182,1555,1357,1555,43.0,16,1373,20,0.0
180,13132,892,747,1784,96.0,0,747,40,892.0
280,7449,1108,637,1108,57.0,0,637,0,0.0
400,9735,754,384,1394,73.0,0,384,0,640.0
496,10421,980,586,1714,80.0,394,980,66,734.0
294,8339,882,0,882,69.0,0,0,0,0.0
0,5350,1306,728,1306,55.0,0,728,0,0.0
288,10762,626,626,1217,75.0,0,626,28,591.0
299,8775,990,495,990,65.0,495,990,64,0.0
691,13418,1132,1117,2452,108.0,0,1117,32,1320.0
420,4435,848,163,848,69.0,685,848,0,0.0
300,6629,697,121,1369,54.0,551,672,0,672.0
676,7862,1218,1191,1218,75.0,27,1218,102,0.0
672,11526,1423,588,2555,79.0,0,588,0,748.0
550,3316,1247,208,1247,37.0,1039,1247,84,0.0
619,12227,1542,434,2872,69.0,896,1330,282,1330.0
482,5587,1652,120,1652,64.0,1480,1600,53,0.0
546,11751,1844,1139,1844,105.0,705,1844,122,0.0
689,9675,1113,772,1971,75.0,341,1113,48,858.0
463,8123,1007,982,1800,60.0,0,982,63,793.0
574,9938,1062,300,1949,80.0,750,1050,90,887.0
0,1491,630,0,630,21.0,150,630,24,0.0
530,12803,1494,572,1494,88.0,922,1494,36,0.0
0,5925,600,600,968,50.0,0,600,0,0.0
508,8814,1274,349,1274,68.0,925,1274,98,0.0
364,9600,1520,350,1520,80.0,674,1156,0,0.0
528,8197,1285,660,1285,71.0,0,660,0,0.0
393,7875,807,783,1509,63.0,0,783,75,702.0
550,12384,1142,793,1935,69.0,0,793,113,793.0
0,11841,816,0,816,81.0,816,816,32,0.0
555,10083,1200,343,1200,67.0,833,1176,41,0.0
548,8172,997,941,1470,60.0,0,941,0,0.0
528,31770,1656,441,1656,141.0,639,1080,62,0.0
240,9022,792,768,792,52.0,0,768,0,0.0
818,12030,1694,1694,1694,93.0,0,1694,228,0.0
765,14331,1800,526,1800,85.0,1274,1800,78,0.0
560,13600,1422,662,2337,85.0,0,662,57,915.0
315,10496,1168,844,1846,78.0,196,1040,0,678.0
576,10970,1026,0,1026,69.0,505,940,0,0.0
408,7162,904,876,904,69.0,0,876,0,0.0
484,17400,1126,190,1126,80.0,936,1126,41,0.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
540,21453,988,0,988,69.0,938,938,130,0.0
288,8400,1052,36,1052,70.0,1016,1052,0,0.0
0,9600,572,572,1096,60.0,0,572,8,524.0
484,13072,1141,1141,1141,63.0,0,1141,0,0.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
660,9066,1004,336,1852,73.0,668,1004,106,848.0
0,6780,520,30,754,60.0,490,520,0,0.0
513,4571,624,624,1344,34.0,0,624,0,720.0
576,19900,2207,1035,2207,69.0,912,1947,0,0.0
360,45600,1307,907,2358,75.0,0,907,40,1051.0
831,8963,1175,487,2715,69.0,575,1142,204,1540.0
484,7052,1364,705,1364,43.0,659,1364,36,0.0
402,7875,1253,1237,1253,63.0,0,1237,21,0.0
528,9790,1328,678,1328,69.0,569,1328,26,0.0
286,12342,1422,978,1422,69.0,0,978,0,0.0
486,13600,1186,314,1986,85.0,454,768,42,800.0
192,8854,952,952,952,69.0,0,952,98,0.0
500,10182,1660,440,1660,85.0,1220,1660,50,0.0
1166,17423,2234,312,2234,63.0,1904,2216,60,0.0
160,6292,790,384,790,52.0,384,768,141,0.0
396,8899,1340,1316,1340,73.0,24,1340,30,0.0
480,10603,1610,410,1610,69.0,1200,1610,68,0.0
600,18890,1361,652,2620,69.0,498,1361,24,1259.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
288,6768,912,80,912,65.0,832,912,0,0.0
472,9042,943,115,1638,59.0,828,943,38,0.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
180,7259,1436,104,2320,61.0,774,1028,0,884.0
456,7875,1144,572,1144,75.0,572,1144,0,0.0
281,4500,848,611,1520,55.0,182,793,0,672.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
675,8990,1498,1498,1498,73.0,0,1498,33,0.0
560,12209,804,114,1961,71.0,690,804,192,1157.0
440,11103,728,728,1456,85.0,0,728,0,728.0
349,24090,1207,1032,2403,69.0,0,1032,0,1196.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
474,6955,1368,1368,1368,48.0,0,1368,35,0.0
588,9179,882,240,1790,68.0,633,873,88,908.0
858,14948,1476,122,2713,67.0,1330,1452,66,1237.0
312,21286,720,720,1271,115.0,0,720,0,551.0
604,10400,1872,916,1872,80.0,929,1845,39,0.0
577,5062,1190,180,2090,69.0,828,1190,0,900.0
546,9531,882,88,1796,69.0,706,794,36,914.0
436,8993,1302,1302,1302,73.0,0,1302,22,0.0
542,9600,2524,1420,2524,80.0,1104,2524,120,0.0
338,5400,840,420,1374,90.0,315,840,0,534.0
474,2268,764,197,1626,36.0,567,764,27,862.0
240,10134,735,735,1034,60.0,0,735,39,299.0
588,12677,1518,300,1518,62.0,1218,1518,140,0.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
598,12137,1661,1649,1661,48.0,0,1649,34,0.0
432,11275,1096,0,1991,69.0,297,854,0,895.0
324,9000,832,26,1482,50.0,624,650,0,650.0
564,6563,1742,594,1742,69.0,1148,1742,28,0.0
280,8248,686,686,1250,45.0,0,686,0,564.0
528,6240,816,816,1176,52.0,0,816,0,0.0
506,10041,927,119,1915,80.0,789,908,150,988.0
240,8400,1192,552,1595,60.0,388,940,0,403.0
377,9600,1661,161,1661,80.0,831,992,28,0.0
552,8004,832,288,1935,75.0,544,832,150,1103.0
534,9742,1795,1777,1795,75.0,0,1777,159,0.0
434,8200,847,847,1928,65.0,0,847,48,1081.0
336,11553,1159,378,1159,69.0,673,1051,0,0.0
440,2280,855,544,1456,24.0,311,855,0,601.0
431,15660,1137,457,1954,69.0,341,798,119,817.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
665,15498,2898,0,2898,69.0,1165,1565,72,0.0
663,7500,814,281,1674,69.0,533,814,96,860.0
0,10712,974,762,974,63.0,212,974,28,0.0
586,11367,1091,133,1989,90.0,932,1065,60,898.0
678,11228,1080,499,2097,59.0,50,1080,187,1017.0
500,11851,1442,1424,1442,99.0,0,1424,34,0.0
720,10800,1130,299,1130,60.0,821,1120,0,0.0
240,9120,1133,697,1820,60.0,329,1026,100,687.0
583,10448,1378,689,2119,69.0,0,689,104,741.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
0,6342,780,780,1020,54.0,0,780,0,240.0
779,9600,1095,1095,1774,60.0,0,1095,0,679.0
0,10020,904,333,904,69.0,350,683,0,0.0
490,2651,673,32,1382,69.0,641,673,50,709.0
840,22950,1518,1107,3608,90.0,0,1107,260,1518.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
373,10364,806,806,1572,69.0,0,806,40,766.0
739,115149,1824,424,1824,69.0,1219,1643,48,0.0
304,8450,1056,281,1056,65.0,775,1056,85,0.0
392,9738,949,392,1221,60.0,392,784,0,272.0
504,10197,1362,700,1362,80.0,288,1362,20,0.0
420,4426,848,151,848,69.0,697,848,0,0.0
527,8529,1434,1434,1434,65.0,20,1454,39,0.0
628,6762,1208,544,1208,64.0,664,1208,54,0.0
566,10800,1096,170,1466,60.0,626,796,21,370.0
691,14303,1987,672,1987,91.0,1314,1986,36,0.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
626,5063,1314,410,1314,34.0,904,1314,62,0.0
380,2522,970,970,1709,24.0,0,970,40,739.0
0,1680,672,672,1218,21.0,0,672,0,546.0
0,10896,1440,1184,3395,60.0,256,1440,110,1440.0
0,10800,1200,0,1200,60.0,1200,1200,0,0.0
297,7535,912,522,912,70.0,111,912,285,0.0
832,21535,2444,989,4316,104.0,1455,2444,50,1872.0
548,8450,856,150,1710,65.0,706,856,61,854.0
656,11999,1234,1181,2374,93.0,0,1181,100,1140.0
234,12000,860,429,1564,75.0,275,704,0,704.0
528,17755,1466,1290,1466,134.0,176,1466,140,0.0
292,11600,1383,818,1383,80.0,565,1383,45,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
576,13568,990,274,990,43.0,716,990,0,0.0
240,7128,918,554,1646,53.0,364,918,0,728.0
440,9142,908,1020,1928,69.0,0,1020,60,1020.0
550,11584,1040,114,1725,80.0,315,539,88,685.0
541,10678,2129,983,2872,85.0,700,1683,33,743.0
576,11075,1092,176,2112,85.0,500,952,0,1020.0
240,6000,757,0,1324,50.0,672,672,0,567.0
480,3180,520,600,1200,30.0,0,600,166,600.0
468,10690,672,216,1344,59.0,456,672,128,672.0
500,11317,840,840,1668,72.0,0,840,68,828.0
400,8544,1040,0,1040,60.0,0,0,0,0.0
576,7200,900,180,900,60.0,234,900,32,0.0
812,8100,1559,1221,1559,90.0,338,1559,116,0.0
248,10215,948,372,948,75.0,492,864,0,0.0
264,8012,923,261,923,50.0,543,923,0,0.0
782,10084,1552,1528,1552,84.0,24,1552,20,0.0
642,9550,961,540,1717,60.0,216,756,35,0.0
440,10335,1721,891,1721,78.0,570,1461,96,0.0
264,1680,483,153,987,21.0,330,483,0,504.0
521,11249,1200,322,1200,105.0,334,1200,26,0.0
281,11409,1148,476,1716,60.0,292,768,0,568.0
336,8450,894,224,894,65.0,553,894,144,0.0
336,21750,1771,0,1771,100.0,0,0,0,0.0
528,10625,1173,0,1173,85.0,885,1053,120,0.0
576,9830,1287,733,1287,69.0,72,1063,17,0.0
459,11235,1382,504,1382,75.0,547,1051,82,0.0
721,9950,1214,638,2520,82.0,565,1203,114,1306.0
297,12400,1215,630,1215,66.0,585,1215,0,0.0
844,10120,1203,425,2526,92.0,740,1165,78,1323.0
480,3182,600,600,1200,30.0,0,600,172,600.0
560,9297,1728,122,1728,63.0,1606,1728,0,0.0
480,10300,902,576,1710,50.0,0,576,11,808.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
457,9453,1014,594,1744,69.0,402,996,70,730.0
562,8125,822,813,1665,65.0,0,813,0,843.0
792,9965,1282,280,2696,77.0,984,1264,184,1414.0
528,9000,864,248,864,60.0,616,864,0,0.0
234,9340,672,328,672,50.0,344,672,113,0.0
564,11777,1320,285,1320,96.0,328,1164,68,0.0
440,4928,958,958,958,69.0,120,1078,205,0.0
550,12118,1710,1710,1710,43.0,0,1710,48,0.0
502,9350,1265,586,1265,85.0,633,1219,92,0.0
400,3196,1456,1273,1456,69.0,0,1273,20,0.0
576,6120,1067,927,1539,51.0,0,927,0,472.0
766,11070,1959,1907,1959,82.0,0,1907,0,0.0
0,6000,1008,1008,1522,60.0,0,1008,0,0.0
0,8335,1124,0,1124,77.0,0,0,36,0.0
484,10382,1107,216,2090,69.0,859,1107,204,983.0
461,9170,1214,420,1214,70.0,698,1214,0,0.0
454,17920,1779,372,1779,102.0,306,1763,418,0.0
808,14536,1629,316,1629,85.0,1300,1616,252,0.0
627,4590,1554,1530,1554,34.0,24,1554,73,0.0
642,13006,993,964,2236,69.0,0,964,0,1243.0
0,3636,796,796,796,40.0,0,796,0,0.0
308,15576,840,840,1680,63.0,0,840,0,840.0
420,4435,848,162,848,37.0,686,848,0,0.0
528,4224,1142,268,1142,44.0,874,1142,90,0.0
564,13500,1252,93,1252,69.0,429,1602,0,0.0
564,8849,1684,1656,1684,63.0,28,1684,72,0.0
888,10386,2000,536,2000,80.0,1464,2000,0,0.0
834,8688,1616,1616,1616,73.0,0,1616,59,0.0
531,11885,1299,309,1872,69.0,990,1299,122,573.0
225,6240,1042,1042,1576,52.0,0,1042,0,534.0
575,11287,1175,386,1982,82.0,421,807,84,807.0
276,7200,988,246,988,60.0,534,876,80,0.0
620,10994,1844,868,1844,88.0,976,1844,44,0.0
528,11040,1258,602,1258,80.0,656,1258,0,0.0
500,14963,1288,474,1288,38.0,786,1260,30,0.0
866,11428,1634,1626,1634,98.0,0,1626,44,0.0
440,2308,855,103,1322,24.0,257,855,0,0.0
403,9056,707,707,1414,74.0,0,707,35,707.0
478,11883,1504,814,1504,73.0,690,1504,66,0.0
690,14859,1670,1670,1670,50.0,0,1670,60,0.0
518,17542,1516,36,2167,69.0,125,1192,47,651.0
440,4043,1069,510,1069,53.0,559,1069,55,0.0
525,3675,1072,0,1072,35.0,547,547,44,0.0
995,35133,1572,413,1572,50.0,1159,1572,263,0.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
0,5500,882,882,882,55.0,0,882,0,0.0
676,14157,1922,673,1922,86.0,1249,1922,51,0.0
352,7200,780,148,780,60.0,632,780,0,0.0
300,13825,1021,533,1601,85.0,0,533,34,580.0
430,16158,1530,256,1530,124.0,1274,1530,36,0.0
0,8780,833,208,833,69.0,625,833,0,0.0
308,6000,679,318,1183,50.0,331,649,176,504.0
260,6897,1040,381,1040,69.0,659,1040,104,0.0
1052,9965,1466,316,2828,77.0,1150,1466,144,1362.0
288,9600,1032,752,1252,80.0,280,1032,0,220.0
305,7500,1246,0,1246,75.0,340,1246,0,0.0
180,6000,904,884,904,50.0,0,884,0,0.0
416,10800,966,0,1652,60.0,686,686,0,686.0
288,12144,1036,457,1268,60.0,375,832,28,0.0
342,7558,1172,896,1913,57.0,0,896,0,741.0
484,6371,1358,625,1358,44.0,733,1358,35,0.0
484,12155,1657,420,1657,69.0,1237,1657,0,0.0
275,10267,838,0,838,55.0,210,816,0,0.0
390,8755,1022,220,2060,69.0,772,992,0,1038.0
474,2448,764,191,1626,36.0,573,764,27,862.0
299,9364,663,292,1352,80.0,371,663,36,689.0
240,9492,968,359,1376,79.0,368,768,0,408.0
240,11988,849,389,1660,74.0,326,715,0,811.0
432,8499,616,616,1412,73.0,0,616,36,796.0
216,10320,756,756,1469,60.0,0,756,0,713.0
400,9967,774,384,1430,76.0,0,384,0,656.0
495,10452,1094,594,1094,85.0,500,1094,0,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
576,8064,672,672,924,60.0,0,672,0,252.0
528,6820,1502,0,1502,69.0,368,1488,54,0.0
603,12798,616,154,1688,79.0,462,616,114,1072.0
572,7200,1262,357,1262,60.0,905,1262,120,0.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
541,11404,1153,901,2031,75.0,252,1153,84,878.0
478,10140,1350,1064,1350,78.0,0,1064,0,0.0
613,9548,941,458,1829,44.0,483,941,39,888.0
300,7800,965,187,965,60.0,641,828,0,0.0
280,12180,672,324,924,60.0,348,672,0,252.0
905,9240,1055,1055,2263,69.0,0,1055,45,1208.0
540,13728,1236,501,2108,120.0,626,1127,0,872.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
240,6120,989,884,1573,51.0,0,884,0,584.0
434,9505,884,884,2035,69.0,0,884,48,1151.0
516,11120,1232,572,1232,69.0,660,1232,0,0.0
483,10480,1098,400,1964,80.0,403,803,69,866.0
0,8800,792,576,1140,55.0,0,576,160,348.0
450,9764,894,192,894,57.0,702,894,0,0.0
619,11029,1512,435,2654,69.0,619,1054,65,1142.0
396,7200,768,108,768,60.0,660,768,0,0.0
0,6240,672,0,912,52.0,0,0,0,0.0
504,11606,1040,390,2080,70.0,650,1040,0,1040.0
576,12464,1040,308,1040,82.0,732,1040,0,0.0
216,5400,1149,779,1616,40.0,370,1149,0,467.0
273,10800,1047,641,1047,60.0,0,641,0,0.0
484,13125,1803,284,1803,88.0,168,1134,0,0.0
528,7227,832,832,832,59.0,0,832,0,0.0
384,7094,894,340,894,99.0,180,894,0,0.0
189,6402,596,596,1192,60.0,0,596,0,596.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
288,7800,899,414,899,65.0,450,864,0,0.0
264,9477,892,524,892,69.0,340,864,0,0.0
506,7200,1260,168,2291,60.0,1046,1214,0,1031.0
360,8100,1075,849,2138,90.0,0,849,156,1063.0
470,10839,926,926,1604,100.0,0,926,36,678.0
422,23257,887,868,2021,168.0,0,868,100,1134.0
308,9200,938,167,938,69.0,280,938,0,0.0
216,7642,912,912,1426,55.0,0,912,240,514.0
400,11345,928,708,1920,95.0,220,928,0,992.0
260,7390,1098,196,1098,69.0,902,1098,0,0.0
0,4130,729,270,729,56.0,0,270,0,0.0
528,10721,1252,1252,1252,80.0,0,1252,39,0.0
792,8944,1584,1584,1584,65.0,0,1584,152,0.0
592,14587,1506,1498,1506,75.0,0,1498,174,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
299,14850,1092,197,1092,69.0,895,1092,0,0.0
758,14892,1746,426,1746,42.0,1320,1746,39,0.0
667,15593,1304,701,2287,81.0,603,1304,21,983.0
200,10594,789,768,789,55.0,0,768,0,0.0
270,9600,1041,50,1041,80.0,991,1041,88,0.0
431,14191,993,967,1908,85.0,0,967,0,915.0
390,8068,1010,1010,2267,69.0,0,1010,46,1257.0
180,6120,875,506,875,51.0,209,715,0,0.0
364,8562,1526,833,1526,68.0,383,1216,78,0.0
714,9819,1567,0,1567,69.0,1567,1567,32,0.0
1020,13891,1734,1734,2822,107.0,0,1734,170,1088.0
360,9600,689,548,1378,60.0,141,689,0,689.0
368,12513,1281,715,1738,69.0,0,715,0,457.0
521,10029,1164,320,2060,97.0,831,1151,228,896.0
286,9000,1128,124,1128,75.0,812,936,0,0.0
440,8244,840,840,1720,62.0,0,840,48,880.0
338,9600,1050,546,1050,80.0,504,1050,0,0.0
576,13695,1114,300,1114,66.0,814,1114,78,0.0
750,8973,1053,413,1053,69.0,567,1008,80,0.0
682,4923,1593,440,1593,41.0,1153,1593,120,0.0
318,10355,1214,519,1214,69.0,695,1214,111,0.0
264,6600,816,175,816,60.0,641,816,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
795,25419,1360,140,3112,174.0,1036,1360,16,1360.0
685,15611,1079,1079,1919,120.0,0,1079,51,840.0
672,10859,1097,1097,1097,112.0,0,1097,64,0.0
423,12508,983,323,1750,75.0,660,983,0,767.0
288,1680,483,483,987,21.0,0,483,0,504.0
576,10530,981,664,981,69.0,282,981,312,0.0
447,10552,1700,380,1700,70.0,1018,1398,38,0.0
308,7100,816,108,816,73.0,708,816,0,0.0
622,12420,944,278,1840,79.0,666,944,45,896.0
576,3964,1291,105,2521,42.0,837,942,20,1230.0
902,8750,1002,174,1002,69.0,828,1002,0,0.0
294,8400,841,721,841,60.0,0,721,0,0.0
564,9069,996,189,996,73.0,747,936,0,0.0
856,9591,1713,625,1713,76.0,1088,1713,26,0.0
576,11457,1412,387,1412,130.0,1005,1392,0,0.0
923,7407,1236,312,1236,90.0,600,912,158,0.0
648,25286,1040,431,1040,94.0,633,1064,0,0.0
608,5389,1616,415,1616,39.0,1180,1595,152,0.0
601,11029,1414,245,1414,87.0,528,1184,51,0.0
576,7399,975,326,1950,66.0,649,975,10,975.0
490,10200,1086,404,1086,85.0,320,1086,0,0.0
528,21384,1072,15,1576,144.0,1309,1324,312,504.0
624,7244,768,149,768,54.0,619,768,0,0.0
676,9360,1381,179,1381,78.0,982,1161,0,0.0
647,9375,1284,1284,2169,69.0,0,1284,87,885.0
287,6627,720,0,720,69.0,0,0,0,0.0
520,10440,1584,1017,2792,60.0,493,1510,547,1208.0
576,6000,936,936,936,60.0,0,936,32,0.0
588,10012,1181,38,1181,90.0,920,1138,0,0.0
954,9849,1689,1689,1689,83.0,0,1689,56,0.0
280,8190,948,216,948,60.0,732,948,36,0.0
440,2117,756,336,1512,69.0,420,756,32,756.0
450,8724,894,402,894,109.0,492,894,0,0.0
644,8640,932,78,1852,72.0,822,900,108,920.0
290,11500,845,0,845,69.0,0,0,0,0.0
0,4270,774,0,774,70.0,544,544,0,0.0
666,14720,2053,1217,3238,56.0,816,2033,86,1185.0
632,7314,1232,508,1232,64.0,724,1232,0,0.0
528,9600,1164,1164,1164,80.0,0,1164,0,0.0
160,9439,912,588,1248,52.0,324,912,0,336.0
572,57200,1687,60,1687,69.0,353,747,0,0.0
440,7851,860,235,1960,69.0,625,860,48,1100.0
286,2217,546,0,1092,21.0,273,546,0,0.0
400,9450,894,342,894,68.0,552,894,0,0.0
558,10665,1479,440,1479,72.0,1013,1453,29,0.0
270,8246,1060,204,1060,69.0,188,1060,90,0.0
484,8450,1436,490,1436,65.0,946,1436,98,0.0
504,8712,1044,540,1044,66.0,0,540,0,0.0
320,10800,880,490,1768,60.0,390,880,341,888.0
432,5890,816,278,816,69.0,538,816,0,0.0
400,7750,774,134,1430,69.0,250,384,0,656.0
303,10708,1867,470,1867,69.0,379,1617,0,0.0
648,4045,1500,286,1500,53.0,1070,1356,20,0.0
312,12493,1100,375,1100,69.0,419,1100,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
308,16905,1328,383,1328,115.0,967,1350,104,0.0
842,13478,1728,384,2296,97.0,1338,1722,274,568.0
572,8172,864,697,864,60.0,167,864,0,0.0
453,7500,1266,1257,1266,62.0,0,1257,144,0.0
0,8125,858,244,858,69.0,614,858,0,0.0
506,9291,832,406,1710,76.0,426,832,70,878.0
264,6060,772,732,1123,50.0,0,732,0,351.0
460,7917,953,953,1647,62.0,0,953,40,694.0
288,9858,874,354,874,62.0,510,864,0,0.0
522,11838,1788,1753,1788,69.0,0,1753,151,0.0
416,14442,1839,291,1839,110.0,1186,1477,87,0.0
484,10304,1088,399,1868,69.0,381,780,96,780.0
588,8393,1712,1098,1712,70.0,528,1626,54,0.0
462,1300,561,276,1229,24.0,285,561,0,668.0
890,14230,1600,1566,1600,110.0,0,1566,56,0.0
460,8773,916,916,1600,57.0,0,916,38,684.0
240,6240,896,896,1344,69.0,0,896,114,448.0
540,15611,1126,266,1126,69.0,767,1126,0,0.0
264,6951,923,218,923,37.0,658,876,0,0.0
205,6000,616,0,616,50.0,616,616,0,0.0
0,8000,1800,1800,1800,80.0,0,1800,0,0.0
505,12160,1505,481,1505,128.0,1024,1505,0,0.0
621,12984,1647,0,1647,80.0,1283,1430,0,0.0
451,7024,1132,108,1132,60.0,1024,1132,64,0.0
470,15426,928,107,1764,65.0,821,928,99,836.0
240,8405,1088,0,1529,50.0,0,0,0,441.0
336,9638,1699,804,2447,50.0,0,804,0,748.0
457,3182,1504,1330,1504,43.0,16,1346,0,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
440,2117,769,320,1525,69.0,436,756,0,756.0
